aggressor_mil,aggressor,alliance,defender_mil,alliance2,defender,pageUrl
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=1
39k active personnel,Lolesco,The Order,2k active personnel,,Farsland,http://blocgame.com/news.php?page=1
35k active personnel,bakhang,The Order,4k active personnel,Lithuanian Coalition,Vilnus,http://blocgame.com/news.php?page=1
39k active personnel,Ishtar,Brotherhood of Nod,7k active personnel,,Arthalia,http://blocgame.com/news.php?page=1
25k active personnel,Giant Mechs,The High Council,3k active personnel,Farmington Brigade,Willacoochiepop,http://blocgame.com/news.php?page=1
34k active personnel,SOPF,Farmington Brigade,7k active personnel,,swedenno,http://blocgame.com/news.php?page=1
32k active personnel,Tanus,Brotherhood of Zion,9k active personnel,,TrumpCity,http://blocgame.com/news.php?page=1
63k active personnel,Losong,PIRATES,59k active personnel,The Order,Eisen,http://blocgame.com/news.php?page=1
35k active personnel,Ashoqa,Brotherhood of Nod,21k active personnel,,Nannosistan,http://blocgame.com/news.php?page=1
45k active personnel,FlySoGood,Brotherhood of Zion,29k active personnel,Al-Qassam Brigades,Conrad,http://blocgame.com/news.php?page=1
32k active personnel,Aasyria,The Order,12k active personnel,Brotherhood of Zion,Lomar,http://blocgame.com/news.php?page=1
6k active personnel,Dengue,The Khilafah,46k active personnel,The Order,Ghost,http://blocgame.com/news.php?page=1
44k active personnel,shair,Al-Qassam Brigades,56k active personnel,The Order,Samsayum,http://blocgame.com/news.php?page=1
59k active personnel,Eisen,The Order,40k active personnel,PIRATES,Gulam,http://blocgame.com/news.php?page=1
31k active personnel,Buzir,Che Guevara League,12k active personnel,,Pata,http://blocgame.com/news.php?page=1
31k active personnel,Shinjukus,,10k active personnel,,Columbiner1,http://blocgame.com/news.php?page=1
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=2
20k active personnel,ThePonyslayers,Brotherhood of Zion,10k active personnel,,Sunwukong,http://blocgame.com/news.php?page=2
41k active personnel,Communistutopia,The Order,45k active personnel,,Cancer,http://blocgame.com/news.php?page=2
48k active personnel,M�rg,The United Nations,30k active personnel,,Eastasia,http://blocgame.com/news.php?page=2
31k active personnel,Khebabistan,The United Nations,25k active personnel,,Ashraff,http://blocgame.com/news.php?page=2
50k active personnel,durkastan,The Order,57k active personnel,,Novi Sad,http://blocgame.com/news.php?page=2
25k active personnel,Psychotropia,Brotherhood of Zion,27k active personnel,Al-Qassam Brigades,Planistan,http://blocgame.com/news.php?page=2
35k active personnel,Lorigan,The High Council,7k active personnel,Brotherhood of Zion,Amazonian Union,http://blocgame.com/news.php?page=2
22k active personnel,Ken no Taiyou,Brotherhood of Zion,14k active personnel,,Magnostan,http://blocgame.com/news.php?page=2
59k active personnel,epf,The Federal Colonies,12k active personnel,,Cempaka,http://blocgame.com/news.php?page=2
20k active personnel,York Island,,31k active personnel,Pirates of Carribean,Blake Island,http://blocgame.com/news.php?page=2
37k active personnel,Kikkomen,Brotherhood of Zion,8k active personnel,,freedland,http://blocgame.com/news.php?page=2
47k active personnel,Sovngarde,The High Council,8k active personnel,,Lubekran,http://blocgame.com/news.php?page=2
30k active personnel,Eastasia,,10k active personnel,,Nurnia,http://blocgame.com/news.php?page=2
37k active personnel,Falamata,The Federal Colonies,9k active personnel,,Agapeosis,http://blocgame.com/news.php?page=2
33k active personnel,Luskwood,The Order,3k active personnel,,South Port,http://blocgame.com/news.php?page=2
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=3
47k active personnel,Mongolstan,Brotherhood of Zion,3k active personnel,,Kulunkjin,http://blocgame.com/news.php?page=3
31k active personnel,Oteco,Che Guevara League,9k active personnel,The Order,Sordidia,http://blocgame.com/news.php?page=3
43k active personnel,Syphirious,Interpol,21k active personnel,PIRATES,harimau kl,http://blocgame.com/news.php?page=3
50k active personnel,WUBstep,Brotherhood of Nod,2k active personnel,,reggie le edgy,http://blocgame.com/news.php?page=3
61k active personnel,Darkstone,The High Council,17k active personnel,Divine League,Magical Horses,http://blocgame.com/news.php?page=3
78k active personnel,Avarice,The Federal Colonies,2k active personnel,,Eureka,http://blocgame.com/news.php?page=3
36k active personnel,Kgkerambit,The Order,6k active personnel,,Gaipo,http://blocgame.com/news.php?page=3
53k active personnel,Borneon,PIRATES,3k active personnel,,Snort,http://blocgame.com/news.php?page=3
35k active personnel,ileristanistan,The Order,4k active personnel,,Lojafanistan,http://blocgame.com/news.php?page=3
58k active personnel,Olympia,Brotherhood of Zion,0k active personnel,,Brunstovia,http://blocgame.com/news.php?page=3
37k active personnel,Raja Udang,PIRATES,1k active personnel,,Harvest Moon,http://blocgame.com/news.php?page=3
39k active personnel,Classia,Brotherhood of Zion,30k active personnel,,Aminichina,http://blocgame.com/news.php?page=3
57k active personnel,Myhouse,The United Nations,8k active personnel,The Order,Gran Corrupci�n,http://blocgame.com/news.php?page=3
50k active personnel,lordmason22,Brotherhood of Zion,24k active personnel,The Delian League,Nigiria,http://blocgame.com/news.php?page=3
23k active personnel,Rudenia,Brotherhood of Zion,37k active personnel,SPQR,Lixia,http://blocgame.com/news.php?page=3
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=4
28k active personnel,Chinese Empire,The High Council,7k active personnel,,Minjo,http://blocgame.com/news.php?page=4
115k active personnel,Acirassi,The Order,4k active personnel,Brotherhood of Nod,Birdland,http://blocgame.com/news.php?page=4
48k active personnel,Nhayat,The Order,65k active personnel,Brotherhood of Zion,Zuyazayuza,http://blocgame.com/news.php?page=4
45k active personnel,TheDarkSide,The Federal Colonies,38k active personnel,PIRATES,Endau,http://blocgame.com/news.php?page=4
30k active personnel,Neechanville,,2k active personnel,,N'vear,http://blocgame.com/news.php?page=4
22k active personnel,East Takistan,,16k active personnel,,House Tyrell,http://blocgame.com/news.php?page=4
35k active personnel,San Palomino,The Order,4k active personnel,,Parkonia,http://blocgame.com/news.php?page=4
49k active personnel,Nuketown,The High Council,5k active personnel,,The Abarat,http://blocgame.com/news.php?page=4
39k active personnel,Umpauna,The High Council,2k active personnel,,Swedenistan,http://blocgame.com/news.php?page=4
35k active personnel,Platypus Island,SPQR,60k active personnel,Farmington Brigade,Bendover,http://blocgame.com/news.php?page=4
9k active personnel,Sordidia,The Order,8k active personnel,,Krelmia,http://blocgame.com/news.php?page=4
39k active personnel,Cascoia,Brotherhood of Zion,4k active personnel,Brotherhood of Nod,Polandistan,http://blocgame.com/news.php?page=4
18k active personnel,the murloc,Followers of Guadian,1k active personnel,,CNL,http://blocgame.com/news.php?page=4
32k active personnel,QonoS,The High Council,17k active personnel,,Tuchankaa,http://blocgame.com/news.php?page=4
39k active personnel,Compost,The Order,2k active personnel,,Ascandavia,http://blocgame.com/news.php?page=4
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=5
29k active personnel,USSR,The Order,5k active personnel,NOVA ASEAN,Capital letter,http://blocgame.com/news.php?page=5
31k active personnel,New Wadowice,Lithuanian Coalition,5k active personnel,,Chungy,http://blocgame.com/news.php?page=5
34k active personnel,Nerdia,Brotherhood of Nod,37k active personnel,Che Guevara League,Olivera,http://blocgame.com/news.php?page=5
34k active personnel,Argon,Interpol,8k active personnel,The Order,Jovian,http://blocgame.com/news.php?page=5
39k active personnel,Lovecraft,PIRATES,0k active personnel,The Order,Dickbutt/pol/,http://blocgame.com/news.php?page=5
18k active personnel,BOOP,,42k active personnel,SPQR,Sannari,http://blocgame.com/news.php?page=5
2k active personnel,Hidin,,44k active personnel,Al-Qassam Brigades,shair,http://blocgame.com/news.php?page=5
37k active personnel,Mingland,Brotherhood of Zion,7k active personnel,Vask Alliance,Vaska,http://blocgame.com/news.php?page=5
56k active personnel,Samsayum,The Order,20k active personnel,NOVA ASEAN,Persona-Grata,http://blocgame.com/news.php?page=5
31k active personnel,Boomtown,The High Council,30k active personnel,,Raizar,http://blocgame.com/news.php?page=5
35k active personnel,Rhod3sia,Brotherhood of Zion,19k active personnel,Brotherhood of Zion,Thair,http://blocgame.com/news.php?page=5
40k active personnel,Gulam,PIRATES,54k active personnel,The Order,Ambon,http://blocgame.com/news.php?page=5
49k active personnel,Almania,Brotherhood of Nod,4k active personnel,,Ikeland,http://blocgame.com/news.php?page=5
39k active personnel,Utopiastan,The High Council,17k active personnel,Comintern,Emerzonland,http://blocgame.com/news.php?page=5
65k active personnel,Zuyazayuza,Brotherhood of Zion,2k active personnel,The High Council,Bloodied Stools,http://blocgame.com/news.php?page=5
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=6
136k active personnel,Shitposters,The Order,21k active personnel,PIRATES,johoreansouth,http://blocgame.com/news.php?page=6
30k active personnel,Nueva Pilipinas,The High Council,7k active personnel,,Zalkanir,http://blocgame.com/news.php?page=6
44k active personnel,Uzbekistan.,Brotherhood of Nod,63k active personnel,The Khilafah,Middlewest,http://blocgame.com/news.php?page=6
55k active personnel,Milano,The High Council,17k active personnel,,Tetsunoshima,http://blocgame.com/news.php?page=6
52k active personnel,whitmanistan,The Order,1k active personnel,,Yugorossiya,http://blocgame.com/news.php?page=6
38k active personnel,melayuraya,,7k active personnel,,BaniMelayu,http://blocgame.com/news.php?page=6
39k active personnel,Chrome,The High Council,3k active personnel,Lithuanian Coalition,Crusader State,http://blocgame.com/news.php?page=6
54k active personnel,Dess,The Order,3k active personnel,The Unknown,Tanda,http://blocgame.com/news.php?page=6
41k active personnel,Reality,The High Council,13k active personnel,,Elos,http://blocgame.com/news.php?page=6
72k active personnel,Ladina,Che Guevara League,59k active personnel,The Order,Kennethland,http://blocgame.com/news.php?page=6
58k active personnel,Markovia,The Federal Colonies,38k active personnel,PIRATES,Northmarch,http://blocgame.com/news.php?page=6
41k active personnel,Dirk-Dirkastan,The Order,3k active personnel,,Pavlik,http://blocgame.com/news.php?page=6
28k active personnel,Neu-Berlin,The Order,6k active personnel,,Jbmach3,http://blocgame.com/news.php?page=6
39k active personnel,Sector 6,The Order,22k active personnel,,Gerik,http://blocgame.com/news.php?page=6
24k active personnel,Cuttlefish,Interpol,25k active personnel,,Baffa,http://blocgame.com/news.php?page=6
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=7
32k active personnel,kodiang,The United Nations,11k active personnel,Comintern,United Pacific,http://blocgame.com/news.php?page=7
9k active personnel,Boukachkistan,,5k active personnel,,Islamic Nations,http://blocgame.com/news.php?page=7
10k active personnel,Borderia,The United Nations,18k active personnel,Brotherhood of Zion,Trump Towers,http://blocgame.com/news.php?page=7
25k active personnel,Keksimania,The Order,5k active personnel,,Aincrad,http://blocgame.com/news.php?page=7
18k active personnel,Trump Towers,Brotherhood of Zion,23k active personnel,The United Nations,New Armenia,http://blocgame.com/news.php?page=7
14k active personnel,kweensnkans,The Order,43k active personnel,PIRATES,RacRus,http://blocgame.com/news.php?page=7
6k active personnel,Thinkpad,The Order,1k active personnel,A House Divided,Waylo,http://blocgame.com/news.php?page=7
32k active personnel,Irrelevant,The United Nations,23k active personnel,,OnePiece,http://blocgame.com/news.php?page=7
2k active personnel,BongoBongoBongo,The Order,43k active personnel,,Tarsonis,http://blocgame.com/news.php?page=7
54k active personnel,Hatmistan,Al-Qassam Brigades,39k active personnel,Brotherhood of Zion,bro dude,http://blocgame.com/news.php?page=7
12k active personnel,Ballz,,23k active personnel,,Gomp,http://blocgame.com/news.php?page=7
4k active personnel,Ketroyla,The Order,38k active personnel,PIRATES,Ghost Shark,http://blocgame.com/news.php?page=7
0k active personnel,WP Kuala Lumpur,The Federal Colonies,74k active personnel,The High Council,Pemakan Dunia,http://blocgame.com/news.php?page=7
47k active personnel,Iwo Jima,The Order,4k active personnel,,Masterton East,http://blocgame.com/news.php?page=7
26k active personnel,Black Widow,The Order,1k active personnel,,ARABOBIA,http://blocgame.com/news.php?page=7
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=8
75k active personnel,Empyrea,The Order,19k active personnel,,Best Istan,http://blocgame.com/news.php?page=8
9k active personnel,Sintra,Che Guevara League,40k active personnel,Lithuanian Coalition,Lewd Place,http://blocgame.com/news.php?page=8
39k active personnel,Rengit,PIRATES,5k active personnel,,Mogudishu,http://blocgame.com/news.php?page=8
50k active personnel,Baghdad Iraqi,The High Council,33k active personnel,Brotherhood of Nod,Skhimm,http://blocgame.com/news.php?page=8
37k active personnel,Cubania,The Order,31k active personnel,,Cartel,http://blocgame.com/news.php?page=8
33k active personnel,Skhimm,Brotherhood of Nod,30k active personnel,The High Council,One Star,http://blocgame.com/news.php?page=8
51k active personnel,Fapman,The Order,39k active personnel,,Infernistan,http://blocgame.com/news.php?page=8
7k active personnel,East Jakarta,,14k active personnel,,temasik,http://blocgame.com/news.php?page=8
8k active personnel,Iranzamin,,13k active personnel,,Wax - On,http://blocgame.com/news.php?page=8
8k active personnel,Krelmia,,19k active personnel,,Wooumo,http://blocgame.com/news.php?page=8
53k active personnel,Poundtown,Brotherhood of Zion,39k active personnel,PIRATES,Rengit,http://blocgame.com/news.php?page=8
23k active personnel,Shamsi Empire,,18k active personnel,Brotherhood of Nod,reptil,http://blocgame.com/news.php?page=8
35k active personnel,Dank maymays,,9k active personnel,,Classic,http://blocgame.com/news.php?page=8
4k active personnel,Birdland,Brotherhood of Nod,6k active personnel,,Armados,http://blocgame.com/news.php?page=8
20k active personnel,Kukulala,The High Council,38k active personnel,Divine League,Swagvila,http://blocgame.com/news.php?page=8
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=9
16k active personnel,Djengling,Followers of Guadian,8k active personnel,The High Council,Sw�r�s,http://blocgame.com/news.php?page=9
10k active personnel,Greekrules,,6k active personnel,,Scart,http://blocgame.com/news.php?page=9
41k active personnel,place in asia,The Order,9k active personnel,The Federal Colonies,Radimostan,http://blocgame.com/news.php?page=9
30k active personnel,Russica,A House Divided,25k active personnel,,Somewheresburg,http://blocgame.com/news.php?page=9
38k active personnel,Unspecifistan,,5k active personnel,,Monk-E,http://blocgame.com/news.php?page=9
16k active personnel,Jevgeniumland,,30k active personnel,,FuchukFakhu,http://blocgame.com/news.php?page=9
26k active personnel,Neue Preu�en,The Order,6k active personnel,,Gallifrey,http://blocgame.com/news.php?page=9
27k active personnel,Luskan,,10k active personnel,,The Silver Hand,http://blocgame.com/news.php?page=9
57k active personnel,Disnomica,The High Council,26k active personnel,The Order,kabdy,http://blocgame.com/news.php?page=9
27k active personnel,Planistan,Al-Qassam Brigades,23k active personnel,,Zejoria,http://blocgame.com/news.php?page=9
29k active personnel,Ptoria,The Khilafah,24k active personnel,,tardass,http://blocgame.com/news.php?page=9
8k active personnel,Allaah,,11k active personnel,,Atikana,http://blocgame.com/news.php?page=9
2k active personnel,Jemuan Setan,The High Council,31k active personnel,,Fongelesia,http://blocgame.com/news.php?page=9
17k active personnel,rikkistan,,6k active personnel,,H�ggotopia,http://blocgame.com/news.php?page=9
7k active personnel,Amazonian Union,Brotherhood of Zion,15k active personnel,,Jarhead,http://blocgame.com/news.php?page=9
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=10
30k active personnel,Llorxye,PIRATES,24k active personnel,Interpol,Slavostan,http://blocgame.com/news.php?page=10
9k active personnel,Classic,,28k active personnel,,Benelux,http://blocgame.com/news.php?page=10
5k active personnel,Darkplace,,39k active personnel,The High Council,Tamarlania,http://blocgame.com/news.php?page=10
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=11
Aggressor's Military,Aggressor,Aggressor's Alliance,Defender's Military,Defender's Alliance,Defender,http://blocgame.com/news.php?page=12
